lng,lat
-0.1626641,51.4966871
-0.1501763,51.6477749
-0.1602249,51.5192475
-0.6949178,51.0956086
-0.0147295,52.3008018
-1.9308005,51.6781424
-1.776359,52.414316
-1.1579439,54.0212164
0.3408691,51.2262186
-0.0823113,51.5256005
-2.2665137,53.530714
-0.178045,51.4704161
-0.1651115,51.5540343
-0.1215852,51.5119031
-0.3688011,51.6527224
-0.1858968,51.4749606
-0.9065916,51.5174275
-0.2029906,51.4284246
-3.6258983,54.9832215
-2.1306538,53.2606446
-2.0048108,54.9613902
-0.1761127,51.6294719
-0.9606152,50.813431
-1.3057034,51.0631082
-1.698343,54.939304
-2.0048108,54.9613902
-0.0792511,51.5169738
-0.1137527,51.5126265
-0.1248048,51.5664979
-0.1510745,51.5728761
-0.1829049,51.5334699
-0.0833934,51.5178878
-0.4581002,50.9648541
-0.5681995,51.4012823
-0.3701196,51.6522681
-2.0739523,49.210093
-0.1533432,51.4688134
-0.2046509,51.4341672
-2.3573799,53.3751218
-2.179001,53.6374942
-0.1808112,51.5006322
-0.2878883,51.4200454
-1.403487,53.9240683
-1.4356832,51.3649665
-2.5830362,51.4605956
-0.153647,51.6585478
-2.7989581,56.3402282
